"","School_ID","BTSD","Rack_Count","Enrollment","Tues","Wed","Thur","Fri","SeasonFall","SeasonSpring","Temp_F","Rain","PercHisp","PercWhite","PercBlack","PercAsian","JrHigh","Elementary","distmean","distmeanlog","distsd","distsdlog","dist_25","dist_5","dist1","dist1_5","dist2_5","dist8","blts2_dist_25","blts2_dist_5","blts2_dist1","blts2_dist1_5","blts2_dist2_5","blts2_dist8","blts1_dist_25","blts1_dist_5","blts1_dist1","blts1_dist1_5","blts1_dist2_5","blts1_dist8","blts3_all","blts2_all","blts1_all","blts1med","blts1mean","blts1quan25","blts1quan75","blts2med","blts2mean","blts2quan25","blts2quan75","OutsideDav","FemaleProp","FreeReduced","ratio"
"1",1,0,194,605,0,0,1,0,1,0,50,0,0.156,0.61,0.033,0.102,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.320661157024793
"2",1,0,163,605,0,0,1,0,1,0,48,0,0.156,0.61,0.033,0.102,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.269421487603306
"3",1,0,124,605,0,0,1,0,0,0,37,0,0.156,0.61,0.033,0.102,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.20495867768595
"4",1,0,120,605,0,0,1,0,0,0,32,0,0.156,0.61,0.033,0.102,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.198347107438017
"5",1,0,101,605,0,0,1,0,0,0,38,0,0.156,0.61,0.033,0.102,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.166942148760331
"6",1,0,131,605,0,0,1,0,0,1,50,0,0.156,0.61,0.033,0.102,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.216528925619835
"7",1,0,129,605,0,0,1,0,0,1,61,0,0.156,0.61,0.033,0.102,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.213223140495868
"8",1,1,239,605,0,1,0,0,0,1,55,0,0.156,0.61,0.033,0.102,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.39504132231405
"9",1,0,207,605,0,0,1,0,1,0,59,0,0.135,0.621,0.03,0.117,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.342148760330579
"10",1,0,206,605,0,0,1,0,1,0,50,0,0.135,0.621,0.03,0.117,0,1,1.03810676439974,-0.130153660975587,0.657068737247088,0.577450312214122,0.0128676470588235,0.121323529411765,0.511029411764706,0.189338235294118,0.123161764705882,0.0422794117647059,0.0128676470588235,0.0808823529411765,0.356617647058824,0.209558823529412,0.112132352941176,0.106617647058824,0.0128676470588235,0.0790441176470588,0.347426470588235,0.169117647058824,0.0569852941176471,0.00367647058823529,0.926470588235294,0.878676470588235,0.669117647058823,0.82476744092,0.92302096338956,0.6827693682025,1.12495510829,0.98006420627,1.29006756677374,0.7361551924375,1.49519530394,0.0903010033444816,0.466555183946488,0.274247491638796,0.340495867768595
